flow,compartment,unit,amount
Antimony-124,Emissions / Emissions to water,kilo Becquerel,1.8323172701482163e-06
Chemical Oxygen Demand,water,kilogram,1.7666886029443324e-06
Kaolinite,soil,kilogram,1.7618440058101039e-06
Potassium,air,kilogram,1.7609838420863641e-06
Biological Oxygen Demand,water,kilogram,1.747961090899941e-06
"Carboxylic Acids, Unspecified",water,kilogram,1.7043903079780213e-06
Colemanite,soil,kilogram,1.7037836483180976e-06
Ammonia,Emissions / Emissions to air,kilogram,1.677274079904462e-06
Sulfate Ion,air,kilogram,1.660659250122481e-06
Manganese,Emissions / Emissions to water,kilogram,1.6104284502231383e-06
Calcium,Emissions / Emissions to air,kilogram,1.5869467952042068e-06
Radium-228,air,kilo Becquerel,1.5704724668742984e-06
"Metamorphous rock, graphite containing",resources / in ground,kilogram,1.5339940131778947e-06
Thorium-232,emissions to air / high. pop.,kilo Becquerel,1.5300640375139706e-06
From Arable,Land use / Land transformation,square meter,1.4925365703048577e-06
Ammonium,Emissions / Emissions to water,kilogram,1.472635248339636e-06
Total Organic Carbon,water,kilogram,1.4656237681820274e-06
arsenic,Emissions / Emissions to water,kilogram,1.401419588109143e-06
aluminium,Emissions / Emissions to soil,kilogram,1.3857518708940556e-06
Molybdenum,Resources / Resources from ground,kilogram,1.3830381375616367e-06
Cesium-137,Emissions / Emissions to water,kilo Becquerel,1.3380014099556207e-06
Thorium-232,emissions to air / low. pop.,kilo Becquerel,1.324773982750967e-06
"Carboxylic Acids, Unspecified",water,kilogram,1.3137299737521814e-06
Iron,Emissions / Emissions to water,kilogram,1.31035840455676e-06
lead,Emissions / Emissions to water,kilogram,1.2987490269173082e-06
Fluoride Ion,Emissions / Emissions to water,kilogram,1.2820116945819233e-06
molybdenum,Emissions / Emissions to water,kilogram,1.2063760212943922e-06
Silver-110,Emissions / Emissions to water,kilo Becquerel,1.2055410711806837e-06
"Noise, aircraft, freight",non material emissions / unspecified,ton kilometer,1.198025763713263e-06
Barium,Emissions / Emissions to water,kilogram,1.175915000474473e-06
Arable,Land use / Land occupation,square meter-year,1.1132159631587683e-06
Magnesium,Emissions / Emissions to soil,kilogram,1.1086016020750433e-06
Shrub Land,Land use / Land occupation,square meter-year,1.0864307627599233e-06
Magnesium,natural resource,kilogram,1.085151110373039e-06
fluorane,Emissions / Emissions to air,kilogram,1.0772161057589116e-06
To Unspecified,Land use / Land transformation,square meter,1.0294866426528529e-06
Magnesium,Emissions / Emissions to air,kilogram,1.0267717768270431e-06
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,1.0134586219610093e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,9.973721693975582e-07
Thorium-228,air,kilo Becquerel,9.893373993868033e-07
Barium(2+),Emissions / Emissions to water,kilogram,9.476698415203253e-07
Xylene,Emissions / Emissions to air,kilogram,9.26411980947393e-07
"Hydrocarbons, Aliphatic, Unsaturated",air,kilogram,9.059280173758806e-07
selenium,Emissions / Emissions to water,kilogram,8.69385973261831e-07
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,8.681563883200085e-07
Thorium-228,air,kilo Becquerel,8.491023757005773e-07
sulfur,Emissions / Emissions to soil,kilogram,8.314511428616969e-07
Scandium,"emissions to water / groundwater, long-term",kilogram,8.183008842831269e-07
Uranium-235,Emissions / Emissions to air,kilo Becquerel,8.112910057756829e-07
Pentane,Emissions / Emissions to air,kilogram,7.427216887371044e-07
"From Forest, Natural",Land use / Land transformation,square meter,7.234341972179382e-07
Fluorine,natural resource,kilogram,7.216712037430176e-07
Potassium-40,water,kilo Becquerel,7.164987654747559e-07
Barium(2+),Emissions / Emissions to soil,kilogram,6.928759304111798e-07
From Industrial Area,Land use / Land transformation,square meter,6.809232223882343e-07
Titanium,Emissions / Emissions to air,kilogram,6.723244952686069e-07
Xenon-135,air,kilo Becquerel,6.630309073113408e-07
Silicon,Emissions / Emissions to soil,kilogram,6.531206151750622e-07
Particles (PM10),Emissions / Emissions to air,kilogram,6.374614690610803e-07
Tin atom,Resources / Resources from ground,kilogram,6.288723838570592e-07
Hydrogen Chloride,Emissions / Emissions to air,kilogram,6.284418384817523e-07
Fluorine,Emissions / Emissions to air,kilogram,6.273153569822397e-07
"Oils, biogenic",emissions to soil / forestry,kilogram,6.236645034282478e-07
Agriculture,Land use / Land occupation,square meter-year,6.210821067136107e-07
Sodium,air,kilogram,6.048107668585834e-07
Hydrogen,air,kilogram,6.000668704426106e-07
Boron,Emissions / Emissions to water,kilogram,5.901361052044597e-07
Carbon-14,Emissions / Emissions to air,kilo Becquerel,5.682615321204501e-07
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,5.626036372183073e-07
From Dump Site,Land use / Land transformation,square meter,5.435052949660901e-07
Iodide Ion,Emissions / Emissions to water,kilogram,5.305996865337083e-07
"Actinides, Radioactive, Unspecified",air,kilo Becquerel,5.304830220034794e-07
Particles (> PM10),air,kilogram,5.093851263626702e-07
Molybdenum,Emissions / Emissions to water,kilogram,4.990680995764049e-07
Iron,Emissions / Emissions to soil,kilogram,4.967861733921301e-07
Potassium,soil,kilogram,4.850311775554421e-07
"DOC, Dissolved Organic Carbon",water,kilogram,4.827001493244014e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,4.74448237275628e-07
Toluene,Emissions / Emissions to air,kilogram,4.5576151099360943e-07
Sulfur,Resources / Resources from ground,kilogram,4.4928297967175765e-07
Bromine,Emissions / Emissions to water,kilogram,4.4349229422625803e-07
"Agriculture, Mosaic",Land use / Land occupation,square meter-year,4.432153348579281e-07
Carbon,soil,kilogram,4.4240753051956433e-07
Carbon disulfide,Emissions / Emissions to air,kilogram,4.3978235900353336e-07
Iodide Ion,Emissions / Emissions to water,kilogram,4.313944939479597e-07
Formaldehyde,Emissions / Emissions to air,kilogram,4.2509048665959056e-07
"To Traffic Area, Road Network",Land use / Land transformation,square meter,4.230605264010857e-07
Aluminium,Emissions / Emissions to water,kilogram,4.1678008776962525e-07
Benzene,Emissions / Emissions to air,kilogram,4.0273593153747457e-07
Antimony-125,Emissions / Emissions to water,kilo Becquerel,4.0217784524722656e-07
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",air,kilogram,3.9810882832978724e-07
beryllium,Emissions / Emissions to water,kilogram,3.956446529270474e-07
"Nitrogen, Total (excluding N2)",Emissions / Emissions to water,kilogram,3.9032282278926677e-07
Sodium,air,kilogram,3.6732156558886874e-07
To Pasture/meadow,Land use / Land transformation,square meter,3.610669269049205e-07
Bromine,Emissions / Emissions to water,kilogram,3.1886415344823e-07
Pentane,Emissions / Emissions to air,kilogram,3.1691400445462547e-07
Helium,air,kilogram,3.1151361821004306e-07
Carbon Dioxide (fossil),Emissions / Emissions to air,kilogram,2.973978011853533e-07
antimony,Emissions / Emissions to water,kilogram,2.9704389286464965e-07
Hexane,Emissions / Emissions to air,kilogram,2.928578951572027e-07
Xylene,Emissions / Emissions to air,kilogram,2.88382630294473e-07
Vanadium(2+),Emissions / Emissions to air,kilogram,2.7966669663387805e-07
Arsenic,Emissions / Emissions to water,kilogram,2.685262276207262e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.613825338920883e-07
cadmium,Emissions / Emissions to water,kilogram,2.606595966503651e-07
