flow,compartment,unit,amount
Xenon-131m,air,kilo Becquerel,2.849552772882372e-06
Benzene,Emissions / Emissions to air,kilogram,2.802616857594056e-06
"Urban, Discontinuously Built",Land use / Land occupation,square meter-year,2.7831155461408306e-06
antimony,Emissions / Emissions to water,kilogram,2.7729199717312337e-06
aluminium,Emissions / Emissions to soil,kilogram,2.6991559394681287e-06
Sulfate Ion,air,kilogram,2.658341187068452e-06
Silicon,Emissions / Emissions to air,kilogram,2.6346430958293663e-06
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.614731799079944e-06
Thorium-230,Emissions / Emissions to air,kilo Becquerel,2.6134771284402895e-06
Tert-butyl Methyl Ether,Emissions / Emissions to air,kilogram,2.557974932444597e-06
Barium,Emissions / Emissions to water,kilogram,2.552741589354162e-06
Magnesium,natural resource,kilogram,2.5104212551673905e-06
Potassium-40,air,kilo Becquerel,2.495776258076853e-06
Phosphorus,Emissions / Emissions to water,kilogram,2.488141431582312e-06
"To Traffic Area, Road Network",Land use / Land transformation,square meter,2.452409760086759e-06
arsenic,Emissions / Emissions to water,kilogram,2.351176612800781e-06
"Carboxylic Acids, Unspecified",water,kilogram,2.3191236062977006e-06
Chromium-51,water,kilo Becquerel,2.2487890809911007e-06
