flow,compartment,unit,amount
Xylene,Emissions / Emissions to air,kilogram,2.406836529310201e-07
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,2.3707931414690966e-07
Thorium-234,water,kilo Becquerel,2.3681913780968424e-07
Protactinium-234,water,kilo Becquerel,2.367780759968857e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.3377878536931376e-07
Polonium-210,water,kilo Becquerel,2.325622402741814e-07
Uranium-234,Emissions / Emissions to air,kilo Becquerel,2.3000466746697896e-07
Methanol,Emissions / Emissions to air,kilogram,2.245148272532929e-07
Iron,Emissions / Emissions to water,kilogram,2.2195276018054505e-07
Phosphorus,Emissions / Emissions to water,kilogram,2.1954195969780687e-07
Bromine,Emissions / Emissions to water,kilogram,2.1912544131642563e-07
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,2.0911187530813012e-07
copper,Emissions / Emissions to water,kilogram,2.07025905062645e-07
Fluoride Ion,Emissions / Emissions to water,kilogram,2.0691086746513296e-07
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,2.0339789099950214e-07
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,1.7781281048401747e-07
Bromine,natural resource,kilogram,1.7383634317361634e-07
Potassium,water,kilogram,1.686367823009604e-07
Silver-110,Emissions / Emissions to water,kilo Becquerel,1.6289439027263578e-07
barium,Emissions / Emissions to water,kilogram,1.6113475753594116e-07
Thorium-230,Emissions / Emissions to air,kilo Becquerel,1.5986009949042476e-07
vanadium,Emissions / Emissions to water,kilogram,1.5512554723333686e-07
Aluminium,Emissions / Emissions to water,kilogram,1.5294617564116672e-07
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,1.51201564958261e-07
Bromide ion,Emissions / Emissions to water,kilogram,1.5046785151902503e-07
Nitrogen,air,kilogram,1.5041267294005523e-07
Iron,Emissions / Emissions to soil,kilogram,1.4683591718446413e-07
Xenon-138,air,kilo Becquerel,1.4489130270314032e-07
Radium-228,air,kilo Becquerel,1.4466309293789856e-07
cobalt,Emissions / Emissions to water,kilogram,1.433919498490054e-07
Volatile Organic Compound,Emissions / Emissions to water,kilogram,1.379087361813405e-07
"Wood, hard, standing",resources / biotic,cubic meter,1.3720280120590077e-07
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,1.3475959848439016e-07
Carbon-14,Emissions / Emissions to air,kilo Becquerel,1.340508481978331e-07
Xenon-137,air,kilo Becquerel,1.3198005022962456e-07
"DOC, Dissolved Organic Carbon",water,kilogram,1.2778154990004935e-07
Hydrogen,air,kilogram,1.2291928946582453e-07
Particles (> PM10),air,kilogram,1.214439821284457e-07
Chlormequat Chloride,Emissions / Emissions to soil,kilogram,1.192897040848927e-07
"Oils, Unspecified",Emissions / Emissions to soil,kilogram,1.1633264776857e-07
Xylene,Emissions / Emissions to air,kilogram,1.1006511264675973e-07
Isoproturon,Emissions / Emissions to soil,kilogram,1.0815616946172519e-07
Nitrogen,water,kilogram,1.0454820306451527e-07
Lithium,Emissions / Emissions to water,kilogram,1.0441114784906203e-07
Methyl Cyclopentane,Emissions / Emissions to water,kilogram,1.0168843260825019e-07
Zinc,Emissions / Emissions to water,kilogram,1.0156691940633635e-07
From Dump Site,Land use / Land transformation,square meter,9.992592052733569e-08
Ethephon,Emissions / Emissions to soil,kilogram,9.91397638405648e-08
Boron,Emissions / Emissions to water,kilogram,9.901562120756143e-08
Iron,Emissions / Emissions to water,kilogram,9.661396660241128e-08
Boron,Emissions / Emissions to water,kilogram,9.456133754363226e-08
Silicon,Emissions / Emissions to soil,kilogram,9.425985693329934e-08
Potassium-40,air,kilo Becquerel,9.02730871932037e-08
From Mineral Extraction Site,Land use / Land transformation,square meter,8.854764193706397e-08
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,8.739927964283742e-08
Zinc,Emissions / Emissions to water,kilogram,8.567287983924695e-08
Agriculture,Land use / Land occupation,square meter-year,8.332605147567244e-08
Iodine-129,Emissions / Emissions to air,kilo Becquerel,8.298594341431647e-08
To Inland Water Bodies,land use,square meter,8.203399117580653e-08
Polycyclic Aromatic Hydrocarbons,Emissions / Emissions to air,kilogram,8.032190108671645e-08
Cesium-137,Emissions / Emissions to water,kilo Becquerel,7.806366555892416e-08
Lithium,Emissions / Emissions to water,kilogram,7.729967334702294e-08
Atrazine,Emissions / Emissions to soil,kilogram,7.703914978149495e-08
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,7.692102409405249e-08
Colemanite,soil,kilogram,7.524704132698341e-08
Nitrogen,water,kilogram,7.518698140663016e-08
Chromium,Emissions / Emissions to air,kilogram,7.477984021469338e-08
Particles (PM10),Emissions / Emissions to air,kilogram,7.286638856696136e-08
Potassium,air,kilogram,7.019510375649405e-08
Benzene,Emissions / Emissions to air,kilogram,6.958970399512492e-08
To Shrub Land,Land use / Land transformation,square meter,6.922088114463667e-08
Uranium-238,Emissions / Emissions to air,kilo Becquerel,6.914572449386049e-08
iron,Emissions / Emissions to air,kilogram,6.621192274501841e-08
Magnesium,natural resource,kilogram,6.554051202738896e-08
Sand,soil,kilogram,6.500105212838725e-08
Kaolinite,soil,kilogram,6.409048884660453e-08
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,6.334575698334362e-08
"Oils, unspecified",Emissions / Emissions to soil,kilogram,6.202993570322427e-08
Argon-41,air,kilo Becquerel,6.169439700901179e-08
Aluminium,Emissions / Emissions to air,kilogram,6.088835297897613e-08
Ethylene,Emissions / Emissions to air,kilogram,5.688283745349667e-08
Fluoride Ion,Emissions / Emissions to water,kilogram,5.659709482646767e-08
To Pasture/meadow,Land use / Land transformation,square meter,5.641831999063191e-08
Sulfate Ion,air,kilogram,5.606386215445314e-08
Propylene,Emissions / Emissions to air,kilogram,5.469403974658551e-08
Thorium-232,emissions to water / river,kilo Becquerel,5.329394882240192e-08
Iron,Emissions / Emissions to air,kilogram,5.1257976261205374e-08
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",water,kilogram,5.122323894049451e-08
Hydrogen Chloride,Emissions / Emissions to air,kilogram,5.096118986608873e-08
Carbon disulfide,Emissions / Emissions to air,kilogram,4.9712217324984905e-08
"Noise, aircraft, freight",non material emissions / unspecified,ton kilometer,4.937940326568725e-08
