flow,compartment,unit,amount
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,2.3763430472145921e-07
To Inland Water Bodies,land use,square meter,2.372671468331254e-07
iron,Emissions / Emissions to air,kilogram,2.3591359374039135e-07
"Energy, Geothermal, Converted",natural resource,megajoule,2.3412834966300153e-07
Sand,soil,kilogram,2.1946580501465134e-07
Aluminium,Emissions / Emissions to air,kilogram,2.1694567828857604e-07
Acetic Acid,Emissions / Emissions to air,kilogram,2.0742200737189774e-07
Potassium,air,kilogram,2.0470350855394996e-07
"From Forest, Extensive",Land use / Land transformation,square meter,2.0167623755908785e-07
Sulfate Ion,air,kilogram,1.9975597304095602e-07
Dichloromethane,Emissions / Emissions to water,kilogram,1.993800929156127e-07
Benzene,Emissions / Emissions to air,kilogram,1.9918317016828247e-07
Acetic Acid,Emissions / Emissions to air,kilogram,1.9894399354478278e-07
"Oils, unspecified",Emissions / Emissions to soil,kilogram,1.9887258712882796e-07
Fluoride Ion,Emissions / Emissions to water,kilogram,1.9793583296239985e-07
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,1.876602174837456e-07
Formaldehyde,Emissions / Emissions to air,kilogram,1.8401943808071544e-07
"To Permanent Crops, Non-irrigated, Intensive",Land use / Land transformation,square meter,1.8330265725877188e-07
Cumene,Emissions / Emissions to water,kilogram,1.761452844429621e-07
Iodide Ion,Emissions / Emissions to water,kilogram,1.7607584624685864e-07
Methanol,Emissions / Emissions to air,kilogram,1.7597230568997904e-07
Ozone,air,kilogram,1.7513310568442636e-07
Iron,Emissions / Emissions to air,kilogram,1.7505561592889446e-07
Particles (PM2.5),Emissions / Emissions to air,kilogram,1.7308233664471951e-07
Chromium VI,"emissions to water / groundwater, long-term",kilogram,1.6880645556737895e-07
Hydrogen Chloride,Emissions / Emissions to air,kilogram,1.6223296359796288e-07
Benzene,Emissions / Emissions to air,kilogram,1.5455568744656382e-07
"Hydrocarbons, Aliphatic, Unsaturated",water,kilogram,1.5251396666713352e-07
Carbon,soil,kilogram,1.5193569535940455e-07
Kaolinite,soil,kilogram,1.470409157096086e-07
Aluminium,Emissions / Emissions to water,kilogram,1.4692301037706215e-07
Formaldehyde,Emissions / Emissions to air,kilogram,1.3830956180763122e-07
"Volume Occupied, Underground Deposit",land use,cubic meter,1.3189582314267693e-07
Iron,Emissions / Emissions to soil,kilogram,1.3142648599923957e-07
Magnesium,natural resource,kilogram,1.301997794212313e-07
Rubidium,water,kilogram,1.2709024838089587e-07
fluorane,Emissions / Emissions to air,kilogram,1.2138477263990593e-07
Iron,Emissions / Emissions to soil,kilogram,1.209941155358721e-07
lead,Emissions / Emissions to water,kilogram,1.2029057426803142e-07
Xenon-138,air,kilo Becquerel,1.1891280602337833e-07
Zinc,Emissions / Emissions to soil,kilogram,1.1792728095241587e-07
